id,quest_id,seq_index,text
1609,1692,0,古乐村武器店非常怕热。你去击退{0xFFFFFF00}60只天吟仙橋的冰肌怪{END}，好让他吃下刨冰避免中暑。
1610,1693,0,酷热下，疲惫的白斩姬突然变得敏锐起来。燕世子为了安抚白斩姬打算送她刨冰。帮燕世子击退{0xFFFFFF00}60只天吟仙橋的冰肌怪{END}吧。
1611,1694,0,飞蛙鱼怪原本是龙宫的使者，受大怪物影响堕落了。击退{0xFFFFFF00}60只固落峰的飞蛙鱼怪{END}，把他们的魂魄送回龙宫。
1612,1695,0,训练所长广柱偷偷爱慕着小甜甜妈妈。他打算用飞蛙鱼怪的鱼鳍做成美丽的首饰送给小甜甜妈妈。帮训练所长广柱击退{0xFFFFFF00}60只固落峰的飞蛙鱼怪{END}吧。
1613,1696,0,跳舞的居民们打算编新的舞蹈。击退 {0xFFFFFF00}60只固落峰的摇浪鼓童子{END}，帮助居民们获取编舞所需的小鼓吧。
1614,1697,0,古乐村的年轻书生认为自己多病的母亲看到摇浪鼓童子面具后面的脸以后病情更加恶化。击退{0xFFFFFF00}60只固落峰的摇浪鼓童子{END}，让他放心。
1615,1698,0,冥珠城老当家打算做新的料理，他想要天道神的桃子。帮助老当家击退{0xFFFFFF00}60只固落峰天道神{END}吧。
1616,1699,0,古乐村年轻书生担心年迈的母亲夜里睡眠不足，想找来有光泽的星星毛为母亲做床被子。击退{0xFFFFFF00}60只西危?谷的不良星星{END}，帮助他尽孝。
1617,1700,0,因为不良星星们在桥上横冲直闯，让古乐村银行非常忧心。击退{0xFFFFFF00}60只西危?谷的不良星星{END}，保证贸易路上的安全。
1618,1701,0,古乐村酒鬼们的老婆们希望他们的老公喝酒的时候有下酒菜吃。击退{0xFFFFFF00}60只西危?谷的片麻怪{END}，让这些妇人可以获得做下酒菜最棒的材料—片麻怪的鼻子。
1619,1702,0,巫蛊娃娃是由诅咒玩偶变化而来的，现在依旧在不停施咒。击退{0xFFFFFF00}60只西危?谷的巫蛊娃娃{END}，拯救人出可悲的业果世界吧。
1620,1703,0,"古乐村服装店为了答谢冰花之礼打算送你最好的衣服。击退{0xFFFFFF00}60只西危?谷的妈妈星星{END}，帮他收集坚韧的星星毛吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1621,1704,0,"第一寺的和尚们想要安抚血姜丝男们的冤魂。去击退{0xFFFFFF00}60只血姜丝男{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1622,1705,0,"安抚血姜丝男的魂魄需要他们穿过的寿衣。帮助第一寺的和尚们击退{0xFFFFFF00}60只血姜丝男{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1623,1706,0,"突眼怪是挡住通往古老渡头的小路的主要怪物。击退{0xFFFFFF00}60只威胁行人的突眼怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1624,1707,0,"突眼怪们拥有惊人的繁殖力。再去击退{0xFFFFFF00}60只突眼怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1625,1708,0,"古老的渡头被野蛮族怪物们占领。击退{0xFFFFFF00}60只野蛮族{END}，夺回渡头吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1626,1709,0,"野蛮族怪物们的野蛮族宝珠能给拥有它的人勇气。击退{0xFFFFFF00}60只野蛮族{END}，帮人们找回勇气。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1627,1710,0,"曾是黄泉判官的火车轮怪被驱逐到人间之后依旧凶残不减。在渡头船只全部烧毁之前击退{0xFFFFFF00}60只火车轮怪{END}，保护船只吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1628,1711,0,"虽然保住了船只，但是火车轮怪的火焰依旧具有威胁性。为了保护古老的渡头再击退{0xFFFFFF00}60只火车轮怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1629,1712,0,"毛笔怪十分厉害，介于神仙和怪物之间。击退{0xFFFFFF00}30只毛笔怪{END}，洗刷它们的恶业，帮助它们成仙吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1630,1713,0,"毛笔怪的笔杆内仍有鬼魂存在。再击退{0xFFFFFF00}30只毛笔怪{END}，净化它们吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1631,1714,0,"渡口的虎头蛇怪非常厉害，不过因为某种缺陷，所以附在死老虎皮上。为了安抚老虎的魂魄击退{0xFFFFFF00}60只虎头蛇怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1632,1715,0,"虎头蛇怪会强力袭击往来古老的渡头的旅者们。为了旅者们的安全，击退{0xFFFFFF00}60只虎头蛇怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1633,1716,0,"燕世子有收集美人图的秘密爱好。为了燕世子击退{0xFFFFFF00}60只轴画妖女{END}，帮他收集破旧轴画吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1634,1717,0,"燕世子房间里挂着美人图，里面的轴画妖女夜夜折磨燕世子。击退{0xFFFFFF00}60只轴画妖女{END}，稳住轴画妖女吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1635,1718,0,"龟壳童散发着恶臭。为了鬼觜岛的居民们击退{0xFFFFFF00}60只龟壳童{END}，消除恶臭吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1636,1719,0,"在古老的渡头受苦的导游希望得到龟壳童的头盖骨，用以做保障水路安全的符咒。你去帮他击退{0xFFFFFF00}60只龟壳童{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1637,1720,0,"虽然现在蛇头怪只不过是怪物而已，但原本它很强大。如果蛇头怪找回它过去的力量的话威胁很大。去击退{0xFFFFFF00}60只蛇头怪{END}，以防万一吧。

{0xFFFF3333}TIP:组队后可以更快速地完成。{END}"
1638,1721,0,"精灵匠人希望得到圆形骨块来做新的精灵。帮精灵匠人击退{0xFFFFFF00}60只蛇头怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1639,1722,0,"龙林派师兄是出了名的美食家。他想吃一般人不太想吃的食人鱼的眼珠料理。击退{0xFFFFFF00}60只食人鱼{END}，满足龙林派师兄的胃口吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1640,1723,0,"凶面魔女浑身沾满沙子和泥土，是破坏鬼觜岛生态系统的元凶。为了鬼觜岛的生态系统，击退{0xFFFFFF00}30只凶面魔女{END}。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1641,1724,0,"吸血怪的头发是非常危险的毒物。击退{0xFFFFFF00}60只吸血怪{END}，以防万一。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1642,1725,0," 为了那些在鬼谷城战斗中受伤的韩野城军人们，土著民副族长说他需要中和了的邪蜂怪药材。击退{0xFFFFFF00}60只邪蜂怪{END}，帮助土著民副族长收集药材吧。

{0xFFFF3333}TIP:组队后可以更快速地完成。{END}"
1643,1726,0,"秋叨鱼需要鬼面蝎神的怪物魂魄来维持结界。帮助秋叨鱼击退{0xFFFFFF00}60只鬼面蝎神{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1644,1727,0," 古乐村的书生们想要好的斗笠。束缚老的辫绳是做斗笠最好的材料。击退{0xFFFFFF00}60只束缚老{END}，帮助古乐村的书生们实现愿望。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1645,1728,0,"听说复头龟的背角溶化后会变成强力胶水。帮助研究船的人击退{0xFFFFFF00}60只复头龟{END}，收集胶水原料吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1646,1729,0,"污染怪无底洞般的食欲是鬼觜岛生态系统的最大威胁。击退{0xFFFFFF00}60只污染怪{END}，保护鬼觜岛的生态系统吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1647,1730,0," 愧於人打算用东来赤色鬼的发光的鱼鳞做成衣服送给半妖魔女当礼物。帮愧於人击退{0xFFFFFF00}60只东来赤色鬼{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1648,1731,0,"半妖魔女希望得到具有超强美容效果的六眼怪的液。帮她击退{0xFFFFFF00}60只六眼怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1649,1732,0,"韩野城武器店希望得到人蛇怪的尾巴来做武器材料。击退{0xFFFFFF00}60只人蛇怪{END}，帮忙收集武器材料吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1650,1733,0,"可疑的乞丐想开食品店，并打算将晒干的吞舟鱼吸盘作为主打食品。帮可疑的乞丐击退{0xFFFFFF00}60只吞舟鱼{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1651,1734,0,"听说食人花的种子是靠吞食人类灵魂生长的。击退{0xFFFFFF00}50只食人花{END}，解救人们出危机吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1652,1735,0,"食人花的生存力很强，数量不减。击退{0xFFFFFF00}50只食人花{END}，解救人们出危机吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1653,1736,0,"百足神怪虽然不危险，但是散发恶臭，污染树林环境。击退{0xFFFFFF00}50只百足神怪{END}，保卫树林吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1654,1737,0,"百足神怪经过的地方留有粘稠的分泌物，据说这种分泌物破坏了树林的生态系统。击退{0xFFFFFF00}50只百足神怪{END}，维护树林的生态系统吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1655,1738,0,"由邪恶的咒术衍生出来的彩色虫非常厉害、危险。它散发着邪恶的力量，连树林中善良的动物们也受到影响。击退{0xFFFFFF00}50只彩色虫{END}，保卫树林的和平吧。

{0xFFFF3333}TIP:组队后可以更快速地完成。{END}"
1656,1739,0,"八脚魔怪使用自己结实的蜘蛛丝到处织网，阻碍人们经过。帮人们击退{0xFFFFFF00}50只八脚魔怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1657,1740,0,"太极蜈蚣的毒可谓是千古奇毒。击退{0xFFFFFF00}100只带有毒性的太极蜈蚣{END}，消除威胁吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1658,1741,0,"太极蜈蚣是巨木重林中最具危险性的昆虫型怪物，因为带剧毒，所以又被称为死神。为了树林的安全击退{0xFFFFFF00}100只太极蜈蚣{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1659,1742,0,"再次强调一下太极蜈蚣的危险性。不铲除太极蜈蚣，巨木重林便不会和平。去和太极蜈蚣展开最后一战吧。击退{0xFFFFFF00}100只太极蜈蚣{END}。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1660,1743,0,"嗜食怪从冥界溜进了现世，破坏了平衡，是个可恶的怪物。为了维护世界的平衡，击退{0xFFFFFF00}70只嗜食怪{END}吧。

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1661,1744,0," 人们因为嗜食怪身上的跳蚤而饱受折磨，击退{0xFFFFFF00}70个嗜食怪{END}，帮助人们脱离苦海吧！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1662,1745,0,"临浦怪就像他那凶恶的外形一样，给人们带来了危害。为了世界的和平击退{0xFFFFFF00}70个临浦怪{END}吧！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1663,1746,0,"可恨的临浦怪给世界的和平带来了威胁！为了世界的和平击退{0xFFFFFF00}70个临浦怪{END}吧！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1664,1747,0,"志鬼心火发出的光，在很远都能看到。所以吕林城的居民夜夜都无法入眠！为了解决人们的苦恼，去击退{0xFFFFFF00}70个志鬼心火{END}吧！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1665,1748,0,"曾经倍受人们尊敬的破戒僧，现已堕落成怪物！击退{0xFFFFFF00}70个破戒僧{END}来拯救他们的灵魂吧！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1666,1749,0,"因为违反戒律，破戒僧堕落成了怪物。趁还没有造成更加恶劣的后果之前，击退{0xFFFFFF00}70个破戒僧{END}来保护善良的人们吧！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END} "
1667,1750,0,"原虫会用锋利的牙齿啃食洞窟中的柱子，不知不觉洞窟就倒塌了。击退{0xFFFFFF00}30个原虫{END}，防止洞窟倒塌吧！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1668,1751,0,"第一次在黑暗的獐子潭看到妖粉怪的人们，很容易被璀璨的光所迷惑。击退{0xFFFFFF00}30个妖粉怪{END}，阻止它再用光迷惑人！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1669,1752,0,"平时散发蓝色光的妖粉怪，在感受到威胁时会发出红色的光。击退{0xFFFFFF00}35个妖粉怪{END}，让他不能再发出光！

{0xFFFF3333}TIP:组队后可以更快速地完成战报任务。{END}"
1670,1753,0,妖粉怪喷出的毒素腐蚀了獐子潭洞穴的内壁，洞穴有坍塌的危险。击退 {0xFFFFFF00}40个妖粉怪{END}防止洞穴的坍塌
1671,1754,0,外形似鱼的甲山女鬼是安哥拉王国最大的威胁。击退{0xFFFFFF00}40只甲山女鬼{END}将安哥拉王国从危机当中解救出来。 
1672,1755,0,狂豚魔人对安哥拉的粮库虎视眈眈。为了保护安哥拉的粮食去击退{0xFFFFFF00}40只狂豚魔人{END}吧。
1673,1756,0,原住民曾经的居住地出现了咸兴魔灵，让安哥拉王国很是头疼。击退{0xFFFFFF00}40只咸兴魔灵{END}的话安哥拉王国定会酬谢。 
1674,1757,0,马面人鬼是可以操控雷电的怪物。在沙漠要道威胁来往旅客。击退{0xFFFFFF00}40只马面人鬼{END}保护旅客们吧。 
1675,1758,0,灰色大脚怪破坏了古龙山的地面，更多的熔岩流了出来。击退灰色大脚怪，减少伤害吧。击退{0xFFFFFF00}30个灰色大脚怪{END}，守护安哥拉王国吧。
1676,1759,0,熔岩灵总是往银行员搬运的物品上吐口水，使物品受到破坏。所以古龙山运送通道成了禁止通行地区，辛巴达的损失巨大。击退{0xFFFFFF00}30个熔岩灵{END}，解决辛巴达的苦恼吧。
1677,1760,0,被称为地狱看门犬的地狱三头犬，因外形怪异小孩儿都十分害怕，所以王宫里请求击退地狱三头犬。击退{0xFFFFFF00}30个地狱三头犬{END}，只给孩子们看美丽的事物吧。
1678,1761,0,小火龙长大后会更加让人头疼，所以安哥拉王国的公主亲自委托我们趁早处理掉。为公主击退{0xFFFFFF00}30个小火龙{END}吧。
1679,1762,0,火骨士兵是由很久前守护那里的安哥拉士兵变成的怪物。安哥拉大世子想祭奠他们的灵魂。击退{0xFFFFFF00}30个火骨士兵{END}吧。
1680,1763,0,因为黑色阿拉克涅，经过黑色丘陵的人们经常受到伤害。击退30个黑色阿拉克涅减少人们的伤害吧。
1681,1764,0,听说红色英招经常掳走安哥拉王国的居民。击退30个红色英招，让居民们能安心的生活吧。
1682,1765,0,白色阿佩普对于安哥拉王国的人们来说是恐怖对象。击退30个白色阿佩普，让安哥拉王国的居民们放心。
1683,1766,0,因为泥泞的泥土，给探索燃烧的废墟的学者们带来的不便。击退30个泥娃娃，帮助学者们顺利的探索燃烧的废墟吧。
1684,1767,0,破损的巨石守护者用巨大的石块挡住过路者的路而给旅行者们带来了不便。击退30个破损的巨石守护者，给旅行者们提供方便吧。
1685,1768,0,阿拉克涅的头目深渊阿拉克涅出现了。请帮忙击退{0xFFFFFF00}30个深渊阿拉克涅{END}? 守护安哥拉王国吧。
1686,1769,0,地龙战士威胁着空中庭院的治安。请击退{0xFFFFFF00}30个地龙战士{END}，让地龙战士不敢靠近空中庭院吧。
1687,1770,0,地龙战士威胁着空中庭院的治安。请击退{0xFFFFFF00}30个地龙战士{END}，让地龙战士不敢靠近空中庭院吧。
1719,1901,0,跟月灵牌背影杀手[2级]对话后，去找强灵爷爷吧！
1720,1902,0,在强灵画册将月灵牌背影杀手合成到[3级]吧！
1721,1903,0,在强灵画册将月灵牌啐花合成到[3级]吧！
1722,1904,0,为了帮清丽公主实现愿望，召唤月灵牌背影杀手[3级]对话吧！
1723,1904,1,告诉吕林都城的清丽公主实情
1724,1905,0,将月灵牌月灵之墓的等级提升到[3级]来帮助月灵剑吧！
1725,1906,0,在强灵画册将邪灵牌邪灵大目仔合成到[3级]吧！
1726,1908,0,通过{0xFFFFFF00}[小火山]{END}进入{0xFFFFFF00}[沉默神殿的深处1]{END}，击退{0xFFFFFF00}3个[木棉怪]{END}之后报告给{0xFFFFFF00}[小火山]{END}。
1727,1909,0,通过{0xFFFFFF00}[小火山]{END}进入{0xFFFFFF00}[沉默神殿的深处2]{END}，击退{0xFFFFFF00}5个[光辉令]{END}之后报告给{0xFFFFFF00}[小火山]{END}。
1728,1910,0,通过{0xFFFFFF00}[小火山]{END}进入{0xFFFFFF00}[沉默神殿的深处3]{END}，击退{0xFFFFFF00}5个[异教徒祭司长]{END}之后报告给{0xFFFFFF00}[小火山]{END}。
1729,1911,0,调查{0xFFFFFF00}[沉默神殿祭坛]{END}的{0xFFFFFF00}[被丢弃的纸条]{END}。
1730,1912,0,通过出口，跟{0xFFFFFF00}[沉默神殿的入口]{END}的{0xFFFFFF00}[鬼魂者]{END}对话吧！
1731,1913,0,跟{0xFFFFFF00}[龙林客栈内部]{END}的{0xFFFFFF00}[魔教使徒]{END}对话吧！
1732,1914,0,通过{0xFFFFFF00}[小风子]{END}进入{0xFFFFFF00}[沉默神殿的深处1]{END}，击退{0xFFFFFF00}3个[木棉怪]{END}之后报告给{0xFFFFFF00}[小风子]{END}。
1733,1915,0,通过{0xFFFFFF00}[小风子]{END}进入{0xFFFFFF00}[沉默神殿的深处2]{END}，击退{0xFFFFFF00}5个[光辉令]{END}之后报告给{0xFFFFFF00}[小风子]{END}。
1734,1916,0,通过{0xFFFFFF00}[小火山]{END}进入{0xFFFFFF00}[沉默神殿的深处3]{END}，击退{0xFFFFFF00}5个[异教徒祭司长]{END}之后报告给{0xFFFFFF00}[小火山]{END}。
1735,1917,0,调查{0xFFFFFF00}[沉默神殿祭坛]{END}的{0xFFFFFF00}[被丢弃的纸条]{END}。
1736,1918,0,通过出口，跟{0xFFFFFF00}[沉默神殿的入口]{END}的{0xFFFFFF00}[鬼魂者]{END}对话吧！
1737,1919,0,跟{0xFFFFFF00}[龙林客栈内部]{END}的{0xFFFFFF00}[魔教使徒]{END}对话吧！
1738,1920,0,功力达到{0xFFFFFF00}72级{END}后找{0xFFFFFF00}[魔气英灵-1等级]{END}对话，{0xFFFFFF00}强灵等级可以提升1阶段{END}。
1739,1921,0,功力达到{0xFFFFFF00}84级{END}后找{0xFFFFFF00}[魔气英灵-2等级]{END}对话，{0xFFFFFF00}强灵等级可以提升1阶段{END}。
1740,1922,0,功力达到{0xFFFFFF00}96级{END}后找{0xFFFFFF00}[魔气英灵-3等级]{END}对话，{0xFFFFFF00}强灵等级可以提升1阶段{END}。
1741,1923,0,功力达到{0xFFFFFF00}108级{END}后找{0xFFFFFF00}[魔气英灵-4等级]{END}对话，{0xFFFFFF00}强灵等级可以提升1阶段{END}。
1742,1924,0,功力达到{0xFFFFFF00}120级{END}后找{0xFFFFFF00}[魔气英灵-5等级]{END}对话，{0xFFFFFF00}强灵等级可以提升1阶段{END}。
1743,2001,0,去见{0xFFFFFF00}[韩野村南边]{END}的{0xFFFFFF00}[韩野厨房长]{END}吧.
1744,2002,0,去见{0xFFFFFF00}[冥珠城东]{END}的{0xFFFFFF00}[老当家]{END}的.
1745,2003,0,击退怪物收集{0xFFFFFF00}[10个紫菜]{END}交给{0xFFFFFF00}[韩野村南边]{END}的{0xFFFFFF00}[韩野厨房长]{END}吧.
1746,2004,0,去见{0xFFFFFF00}[清阴关正派建筑内部]{END}的{0xFFFFFF00}[白斩姬]{END}吧.
1747,2005,0,击退怪物收集{0xFFFFFF00}[10个紫菜]{END}交给{0xFFFFFF00}[清阴关正派建筑内部]{END}的{0xFFFFFF00}[白斩姬]{END}吧.
1748,2006,0,去见{0xFFFFFF00}[清江村东边]{END}的{0xFFFFFF00}[清江村厨师]{END}吧.
1749,2007,0,去见{0xFFFFFF00}[韩野村南边]{END}的{0xFFFFFF00}[可疑的乞丐]{END}吧.
1750,2008,0,击退怪物收集{0xFFFFFF00}[10个寿司材料]{END}交给{0xFFFFFF00}[韩野村南边]{END}的{0xFFFFFF00}[可疑的乞丐]{END}吧.
1751,2009,0,去见{0xFFFFFF00}[清阴关邪派建筑内部]{END}的{0xFFFFFF00}[乌骨鸡]{END}吧.
1752,2010,0,击退怪物收集{0xFFFFFF00}[10个寿司材料]{END}交给{0xFFFFFF00}[清阴关邪派建筑内部]{END}的{0xFFFFFF00}[乌骨鸡]{END}吧.
1753,2011,0,击退怪物，收集{0xFFFFFF00}[蓝色棒棒糖和红色棒棒糖各15个]{END}，交给{0xFFFFFF00}[清阴关]{END}的{0xFFFFFF00}[清阴关大娘]{END}！
1754,2012,0,攻击{0xFFFFFF00}南瓜装饰{END}，获得{0xFFFFFF00}玩具骷髅、玩具捕捉器、玩具炸弹、讨人厌的纸条{END}各1个后，交给{0xFFFFFF00}[万圣节活动地带]{END}的{0xFFFFFF00}[万圣节鬼谷村长]{END}吧！
1755,2013,0,击退{0xFFFFFF00}[符合自己功力的怪物]{END}，收集{0xFFFFFF00}[蓝色棒棒糖和红色棒棒糖各5个]{END}后，交给{0xFFFFFF00}[鬼谷村万圣节宴会内部]{END}的{0xFFFFFF00}[鬼谷村长]{END}吧！
1756,2014,0,击退{0xFFFFFF00}[南瓜装饰]{END}，获得{0xFFFFFF00}[3个黄金骷髅]{END}后，交给{0xFFFFFF00}[万圣节宴会内部]{END}的{0xFFFFFF00}[鬼谷村长]{END}吧！
1757,2015,0,通过各种方法收集50个2周年纪念币后，交给清阴关的活动帮助，就能获得优惠券袋.
1758,2016,0,在灵游记商城购买2周年披风后交给清阴关的活动帮助，2周年披风的售价是1点券！.
1759,2017,0,通过各种方法收集100个2周年纪念币后，交给清阴关的活动帮助，就能获得2周年粉目仔武器！
1760,2018,0,去见{0xFFFFFF00}[选择树林]{END}的{0xFFFFFF00}[佣兵领袖]{END}吧
1761,2019,0,做好学习技能的准备后，跟{0xFFFFFF00}[佣兵领袖]{END}对话吧
1762,2020,0,虽然理解起来很难，但好像是很重要的武功啊！再次跟{0xFFFFFF00}[佣兵领袖]{END}对话吧
1763,2021,0,这次的任务是击退10个{0xFFFFFF00}[毛毛]{END}。击退10个后回去找{0xFFFFFF00}[佣兵领袖]{END}吧
1764,2022,0,这次的任务是击退12个{0xFFFFFF00}[螳螂勇勇]{END}，击退12个后去找{0xFFFFFF00}[佣兵领袖]{END}吧
1765,2023,0,佣兵领袖委托你给胡须张报告一件事。去见{0xFFFFFF00}[清阴镖局]{END}的{0xFFFFFF00}[胡须张]{END}吧
1766,2024,0,{0xFFFFFF00}[胡须张]{END}委托我击退{0xFFFFFF00}[南清阴平原]{END}的{0xFFFFFF00}[三只手]{END}并收集6个三只手手骨回来，还是快去快回吧
1767,2025,0,在{0xFFFFFF00}[清阴关宝芝林]{END}处购买10个白米给{0xFFFFFF00}[隐藏的清阴谷]{END}的{0xFFFFFF00}[北瓶押]{END}送去吧
1768,2026,0,在{0xFFFFFF00}[北瓶押]{END}处吃了闭门羹。回到{0xFFFFFF00}[清阴镖局]{END}的{0xFFFFFF00}[胡须张]{END}处吧
1769,2027,0,简单的传话弄得复杂了。重新回到{0xFFFFFF00}[选择树林]{END}的{0xFFFFFF00}[佣兵领袖]{END}处吧
1770,2028,0,虽然不喜欢他随便让人来来回回，但总感觉他对我来说是很重要的人。去见{0xFFFFFF00}[隐藏的清阴谷]{END}的{0xFFFFFF00}[北瓶押]{END}吧
1771,2029,0,以为会得到什么重要的信息，但是一无所获啊！回到{0xFFFFFF00}[选择树林]{END}的{0xFFFFFF00}[佣兵领袖]{END}处吧
1772,2030,0,这次的任务是击退20个{0xFFFFFF00}[触目仔]{END}。击退20个后去见{0xFFFFFF00}[佣兵领袖]{END}吧
1773,2031,0,这次的任务是击退10个{0xFFFFFF00}[铜铃眼{END}。击退10个后回到{0xFFFFFF00}[佣兵领袖]{END}处吧
1774,2032,0,通过{0xFFFFFF00}[清阴关]{END}西边的{0xFFFFFF00}[黄泉结界高僧]{END}进入异界门见{0xFFFFFF00}[汉谟拉比商人]{END}吧
1775,2033,0,回到{0xFFFFFF00}[佣兵领袖]{END}处告诉他关于黄泉的事吧
1776,2034,0,击退20个{0xFFFFFF00}[怪老子]{END}，收集10个{0xFFFFFF00}姜丝男的牙齿{END}后回到{0xFFFFFF00}[佣兵领袖]{END}处
1777,2035,0,去{0xFFFFFF00}[清阴关]{END}右侧的市集，确认{0xFFFFFF00}市集入口{END}的{0xFFFFFF00}[委托销售仓库]{END}里的巡视日记
1778,2036,0,确认了巡视日记完成了任务，这就回到{0xFFFFFF00}[佣兵领袖]{END}处吧)
1779,2037,0,为了营地去{0xFFFFFF00}[无名湖]{END}的建筑里，见到{0xFFFFFF00}[湖水内部]{END}的{0xFFFFFF00}[路边摊]{END}说服他吧
1780,2038,0,将从{0xFFFFFF00}[路边摊]{END}那儿听到的消息告诉{0xFFFFFF00}[佣兵领袖]{END}吧
1781,2039,0,击退{0xFFFFFF00}[红毛龟]{END}，收集10个{0xFFFFFF00}红毛龟的壳{END}后回到{0xFFFFFF00}[佣兵领袖]{END}处
1782,2040,0,击退{0xFFFFFF00}[背影杀手]{END}，收集12个{0xFFFFFF00}背影杀手的镜{END}交给{0xFFFFFF00}[佣兵领袖]{END}吧
1783,2041,0,在[白血鬼谷林]击退{0xFFFFFF00}[双头猪怪]{END}，收集15个{0xFFFFFF00}双头猪怪五花肉{END}交给{0xFFFFFF00}[佣兵领袖]{END}吧
1784,2042,0,去强悍巷道击退{0xFFFFFF00}[蓝色大菜头]{END}，收集10个{0xFFFFFF00}蓝色的灯油{END}交给{0xFFFFFF00}[佣兵领袖]{END}吧
1785,2043,0,通过{0xFFFFFF00}[黄泉结界高僧]{END}去异界门见{0xFFFFFF00}[汉谟拉比商人]{END}
1786,2044,0,领取[霸主地狱-逃亡者猪大长]任务后，通过{0xFFFFFF00}[承宪道僧]{END}进入霸主地狱击退猪大长，然后回到{0xFFFFFF00}[汉谟拉比商人]{END}处
1787,2045,0,去见{0xFFFFFF00}[选择树林]{END}的{0xFFFFFF00}[佣兵领袖]{END}吧
1788,2046,0,去竹林击退{0xFFFFFF00}[箭骨头]{END}，收集12个受诅咒的骨头交给{0xFFFFFF00}[佣兵领袖]{END}吧
1789,2047,0,进入蛇腹窟击退{0xFFFFFF00}[黄金猎犬]{END}，收集10个黄金猎犬的牙交给{0xFFFFFF00}[佣兵领袖]{END}吧
1790,2048,0,进入蛇腹窟击退{0xFFFFFF00}[黄金猎犬]{END}，收集15个黄金猎犬的牙交给{0xFFFFFF00}[佣兵领袖]{END}吧
1791,2049,0,进入蛇腹窟击退{0xFFFFFF00}[糯米肠]{END}，收集10个糯米肠的蛋交给{0xFFFFFF00}[佣兵领袖{END}吧
1792,2050,0,进入蛇腹窟击退1个{0xFFFFFF00}[狗骨头]{END}后，回到{0xFFFFFF00}[佣兵领袖]{END}处
1793,2051,0,去见{0xFFFFFF00}[正派建筑]{END}里的{0xFFFFFF00}[白斩姬]{END}吧
